image_id,user_id,
2477377722,26312642@N00,
6763418561,80487073@N00,
9771918954,12706161@N03,
2443048508,52257493@N00,
2526995502,80487073@N00,
4659342760,36281822@N08,
159166895,49968232@N00,
7647078608,15119648@N04,
8429100121,62077007@N02,
363284194,74148640@N00,
357309031,98908208@N00,
4385882612,47823583@N03,
6220131407,48399297@N04,
13556102285,71081860@N08,
4500349713,27594459@N04,
10678392123,30232908@N06,
4051219901,48973657@N00,
3037999879,32744903@N00,
32661298,30674396@N00,
7024427953,34246041@N08,
5559924488,40645538@N00,
3152608785,31687107@N07,
2446568316,11152639@N07,
5707546554,75663296@N00,
3850112518,8070463@N03,
3011841060,99771506@N00,
3101291614,31338349@N02,
8257087257,79513319@N00,
2937779395,14425592@N07,
2447933183,24420613@N08,
4784653995,34128007@N04,
3760102198,7539598@N04,
7306732496,52957117@N04,
282363031,83504395@N00,
7362535674,28752865@N08,
3455728789,35926259@N03,
9733515869,62077007@N02,
181568085,55031344@N00,
6467912609,8868875@N03,
3518158171,30326207@N00,
2907560344,21366409@N00,
1812763231,60364452@N00,
4286475665,28541331@N00,
3043686813,29487767@N02,
3540332032,79504817@N00,
1967138273,94852245@N00,
4195659235,44028103@N07,
5556731262,34814645@N05,
5448150736,36281822@N08,
5030024876,78425154@N00,
8569516359,54563451@N08,
8176245483,22490717@N02,
9724430156,91779914@N00,
7648071632,15119648@N04,
3208712018,24887901@N04,
8039763045,62077007@N02,
761075604,17751217@N00,
279850253,84547986@N00,
407867994,95572727@N00,
8389706951,46323460@N02,
8134293037,44345361@N06,
562834748,70323761@N00,
4583315583,30364906@N08,
2520246287,91314344@N00,
7698270478,61033838@N04,
13605354383,47422005@N04,
4980910755,13484951@N00,
5684199523,61290640@N08,
2207382770,12817132@N07,
38471379,71453924@N00,
7319444846,52957117@N04,
522021998,94852245@N00,
12230037134,54563451@N08,
7526896364,28650594@N03,
7881862580,8342753@N03,
12512624224,11248435@N04,
7048521313,41346951@N05,
2263129288,26127959@N00,
4965669785,22487803@N05,
2598443747,99771506@N00,
6729861777,44345361@N06,
5559646396,64518150@N00,
8469575315,61033838@N04,
7371511912,53601471@N08,
2443703092,68684962@N00,
1047698468,21063397@N00,
4195076305,58367355@N00,
3622937874,30326207@N00,
6821072280,61290640@N08,
374428857,38274933@N00,
454732069,53139634@N00,
1126113609,71325969@N00,
10856122203,56594044@N06,
4098364312,40645538@N00,
98956760,87857621@N00,
4752190569,20676353@N00,
188792263,34067077@N00,
12219859,14318462@N00,
2694186614,31355686@N00,
3614026713,25898159@N07,
5416962686,43522668@N07,
2308274038,53074617@N00,
4756665544,40143737@N02,
2466274916,22141297@N06,
5856722075,59937401@N07,
7900904432,48399297@N04,
4055551644,41182695@N08,
9326063717,19953384@N00,
3014868237,12836528@N00,
3387506458,27164277@N00,
3134013563,28567825@N03,
4184354763,8070463@N03,
2640912259,10572290@N00,
11565929046,56594044@N06,
5992677214,34409164@N06,
2702019803,45842803@N00,
2083782786,8403506@N07,
2516409663,22325431@N05,
5629442961,53395767@N03,
5477592088,55227776@N04,
5077404745,36612355@N08,
8610754915,11248435@N04,
1610954687,66122200@N00,
205539180,86874036@N00,
8178470399,29865930@N07,
354030612,64251830@N00,
9423050499,15119648@N04,
5715799619,62077007@N02,
238737785,69621323@N00,
4735360572,78305168@N00,
2919493637,28486074@N08,
1471267126,27086465@N00,
8390915902,41549295@N08,
4642566286,38869431@N00,
5359803937,35703177@N00,
7797313502,28853433@N02,
12481393485,54657246@N02,
4583954286,30364906@N08,
7705913456,54563451@N08,
6639776261,58141116@N00,
5696004915,41346951@N05,
2878281849,8675898@N03,
5033044823,24431887@N07,
1496531889,70323761@N00,
7015278917,7997726@N07,
4596792574,47823583@N03,
3721804991,95572727@N00,
10096118396,57761648@N02,
4181167439,70323761@N00,
3737950123,83346641@N00,
6035830029,35483578@N03,
397488557,30843400@N00,
3374265321,22746515@N02,
9286805048,25859982@N07,
3593537853,7202153@N03,
2678234212,8419224@N08,
3503067560,92442038@N00,
5774999942,24742305@N00,
7894530928,28650594@N03,
47529535,43132185@N00,
2732856373,74519001@N00,
8091152981,8342753@N03,
5815579678,40662521@N07,
333673540,39804614253@N01,
2693193834,22250090@N08,
9185512356,48399297@N04,
888181966,19762676@N00,
13308700925,65912092@N08,
7647795018,15119648@N04,
3270258135,22714323@N06,
4447060289,48313275@N06,
5829988222,10957255@N08,
4039266908,24420613@N08,
279473733,28442702@N00,
7690050022,51433358@N04,
2171326385,95819651@N00,
8423611277,31173559@N07,
3875994434,39870411@N02,
5935480037,51515183@N08,
4705130637,36281822@N08,
13310482174,67575879@N03,
2919498177,28486074@N08,
11873241935,8070463@N03,
7134345307,63114962@N08,
692986533,48973657@N00,
127642415,44373968@N00,
5090564959,32927801@N07,
6136550236,16230215@N08,
8014022695,29440166@N02,
8201950561,54563451@N08,
3966086381,44124401641@N01,
6474412445,9038954@N04,
455428498,77555797@N00,
3847774336,83346641@N00,
5037778550,68842954@N00,
6861653902,23665057@N02,
917510187,25232127@N00,
3037481610,71401718@N00,
3716411013,10563720@N03,
4940969323,32927801@N07,
2936397690,12426416@N00,
215823432,50016673@N00,
9053332861,23743320@N03,
13308899184,36699339@N00,
8105112477,36495803@N05,
8714975594,65596645@N03,
4695845088,26782864@N00,
4756027365,40143737@N02,
4296930972,25442264@N06,
9140902873,70969563@N03,
5035981957,48399297@N04,
8551632197,56594044@N06,
3183322261,34170343@N02,
3197006280,44486929@N00,
8587300610,36385235@N08,
3555228460,9441263@N04,
5874499192,53395767@N03,
4122828957,17673247@N07,
3192737631,28486074@N08,
9964153113,96323831@N06,
2224097814,21757951@N00,
8109629082,62202285@N00,
9184105026,79801136@N02,
4693211679,49979186@N02,
10669409855,89487855@N02,
7722057692,32604460@N08,
3611638960,22325431@N05,
5243641910,44345361@N06,
3610943651,30326207@N00,
11803203285,99424477@N04,
187987292,20838185@N00,
3483401386,8070463@N03,
7696428186,61033838@N04,
2174146430,69275268@N00,
2428016609,94833286@N00,
4543129752,7226908@N07,
2340305015,23322134@N02,
324204612,70961014@N00,
5105224881,75012450@N00,
6871097339,95572727@N00,
5179062062,36692623@N06,
8979809382,48399297@N04,
5982218056,27869077@N05,
1561142547,49968232@N00,
13232771273,91201697@N00,
2447775267,38551575@N00,
309235958,84153616@N00,
4484672796,95572727@N00,
3860611338,41578052@N04,
7472300616,28752865@N08,
287845074,57917705@N00,
3085178031,7539598@N04,
224653247,49968232@N00,
2670845984,8110030@N05,
6168403842,75133058@N00,
4834944333,14146893@N08,
5989527967,14043270@N08,
8430388219,47257185@N03,
9400334479,54563451@N08,
5886315050,33498942@N04,
7648117362,15119648@N04,
8997991588,17292824@N04,
60721301,79874304@N00,
3734702838,83346641@N00,
3612106856,22325431@N05,
4336552387,41588940@N00,
4360737497,43355249@N00,
8845485369,94852245@N00,
1562024626,49968232@N00,
4240008615,44718043@N06,
8594306915,62845223@N00,
8078440885,61290640@N08,
5416103109,40927340@N03,
6836397097,10816734@N03,
8541877048,61033838@N04,
7647201558,15119648@N04,
6966821463,62845223@N00,
7950918940,8342753@N03,
4898634686,48395282@N03,
5169430000,35703177@N00,
822821227,73645804@N00,
2604090490,49968232@N00,
11804579343,29069717@N02,
9973651155,31018257@N00,
5356441461,31338349@N02,
4479913297,23322134@N02,
1156625245,54452028@N00,
4397282137,30982194@N05,
4768838826,40645538@N00,
1154095832,7149027@N07,
9830926176,80487073@N00,
8526107229,44124348109@N01,
2896121763,30925581@N02,
8085639142,22746515@N02,
11341643694,28041629@N00,
3810710479,34409164@N06,
3731064046,7503937@N04,
2665644602,15119648@N04,
3325086849,29528454@N04,
3958297944,49968232@N00,
4928226757,36196762@N04,
7383515274,51344631@N06,
4108882418,35660391@N08,
10986764283,93595942@N08,
3273086727,95572727@N00,
7698380030,61033838@N04,
2501516634,37493306@N00,
6969445519,11389536@N03,
2384321784,21313845@N04,
5658590279,62077007@N02,
1470119205,70323761@N00,
493276179,74845463@N00,
3592493739,96544444@N00,
2265469731,80465909@N00,
5613762473,59879617@N07,
12207723844,55299332@N05,
8398460270,54563451@N08,
3331015951,34366024@N05,
11814250854,86543134@N03,
7138442945,62845223@N00,
8533221634,55839512@N08,
2349653362,24463988@N00,
3651407688,55593929@N00,
2738009660,29789073@N00,
8077722502,41503862@N08,
5333632365,36196762@N04,
100124091,85388692@N00,
9224156275,14922165@N00,
197483727,98115025@N00,
8062902261,9161595@N03,
2292069272,14204983@N06,
12080749483,29069717@N02,
9313796086,23249662@N03,
7062152101,29953239@N07,
6003267626,7941044@N06,
9129969160,23717872@N00,
270593652,86585370@N00,
7162832643,48399297@N04,
7647308736,15119648@N04,
4102675827,33363480@N05,
5112368167,36196762@N04,
5778695216,9161595@N03,
89253703,28353725@N00,
2454103351,95413346@N00,
5286945995,7960563@N07,
1671699914,55538343@N00,
8229039377,62077007@N02,
9474974061,23743320@N03,
11143599094,47422005@N04,
8585190762,80487073@N00,
3940300077,7772186@N03,
4678562927,28853433@N02,
9438182965,54563451@N08,
7735800164,72281766@N00,
10008519566,57768536@N05,
6332409071,22490717@N02,
2828578753,45842803@N00,
3525294905,34170343@N02,
7697077690,61033838@N04,
7652461738,65354164@N02,
6330595157,94852245@N00,
51551940,84104729@N00,
9933815505,32782751@N07,
4674755968,54829270@N00,
4501722106,23322134@N02,
3037595029,21366409@N00,
375695557,56358713@N00,
4261779723,27467292@N03,
5387352719,94852245@N00,
3292355641,46344750@N00,
4619299524,9161595@N03,
152452547,70323761@N00,
528604236,75133058@N00,
161662748,51035555243@N01,
4718776101,31856336@N03,
6283855061,35342328@N07,
4531222765,48077358@N02,
2795439217,99771506@N00,
1103944680,70323761@N00,
8455872022,48973657@N00,
8434066760,56611644@N00,
5818093917,94588149@N00,
11969148446,60975910@N07,
5144239690,38869431@N00,
1232011267,44124425616@N01,
3465113365,21838863@N05,
2937238366,12426416@N00,
133692021,87857621@N00,
5728043981,62976982@N04,
8016520125,39194929@N02,
8026192114,9019841@N08,
2592014018,26176646@N04,
3701107123,39088614@N04,
9121097377,23249662@N03,
5142877622,49968232@N00,
2604118442,22083482@N03,
6690408857,48399297@N04,
7234025270,54719539@N04,
7583976856,31856336@N03,
13814802553,27988337@N00,
8746802301,41346951@N05,
2679917985,28047774@N04,
4486508735,37163656@N06,
6294370724,43676934@N06,
467777344,31997662@N00,
2481069572,23322134@N02,
3621523454,95572727@N00,
11384428026,8340348@N07,
8001748004,49500824@N02,
9255016947,82930663@N08,
4758240029,38710520@N05,
4253419685,40143737@N02,
105439262,77309394@N00,
2752421753,19516393@N00,
8683545554,62845223@N00,
9959639875,62077007@N02,
12121972713,100072129@N06,
4218713797,24257706@N07,
3575805266,53074617@N00,
5618315445,26183800@N07,
3800586843,7941044@N06,
2679031303,15119648@N04,
12630269,10259776@N00,
1354548776,16935515@N00,
12064390654,23249662@N03,
2616899638,15394512@N00,
4746938524,75663296@N00,
9425812502,15119648@N04,
2694519315,88607481@N00,
3930503347,95492938@N00,
6425490117,8070463@N03,
9066904391,27365066@N02,
2279171215,33142364@N00,
7303652204,54719539@N04,
2960858474,64097751@N00,
3147493069,26405526@N00,
99089752,68845396@N00,
2458301855,97855058@N00,
8237704350,14146893@N08,
7008126325,70936800@N00,
86878315,44124385307@N01,
5377790412,62202285@N00,
6437399963,61856038@N03,
3807249646,98528214@N00,
9326077507,19953384@N00,
4586844883,30364906@N08,
4184227909,35703177@N00,
3823623009,97303475@N00,
2661540992,15119648@N04,
2454725943,94852245@N00,
4069092341,31191642@N05,
2034891045,32397169@N00,
4170127733,32132568@N06,
9222697217,8340348@N07,
2933915349,37936363@N00,
2612765687,78425154@N00,
6061816977,12836528@N00,
11799228295,35703177@N00,
4855344568,67832671@N00,
4549250215,21717278@N00,
4583325557,30364906@N08,
9425826214,15119648@N04,
7424904528,47735293@N06,
5970131809,41734670@N00,
10796687705,89882307@N00,
2664465492,15119648@N04,
2766033687,30087136@N00,
5166497978,49968232@N00,
4013892270,48973657@N00,
11058389414,80487073@N00,
3430179106,31329193@N00,
1367210056,87622946@N00,
5716775046,38838670@N08,
2896905534,30925581@N02,
4072042878,12836528@N00,
11693364544,38134034@N04,
3558707693,30326207@N00,
3703606789,24712371@N07,
10463701224,62845223@N00,
7154840269,43109416@N00,
2431025077,25182210@N07,
10144413645,82930663@N08,
12431209005,28415633@N00,
8164440155,25218814@N08,
316143901,87919923@N00,
7306697778,52957117@N04,
8450349566,62661503@N07,
6473906493,54719539@N04,
3588993039,30326207@N00,
4179227585,22326055@N06,
2621971425,8991878@N08,
4495941077,49879584@N00,
4842841654,7202153@N03,
6219940029,27865228@N06,
1903863438,69826987@N00,
9604185976,57676038@N06,
12429093403,53662163@N06,
360929190,24183489@N00,
4151881846,23889619@N04,
7162970431,16204926@N08,
5237884506,23144580@N02,
3169122645,79518719@N00,
8639630133,38710520@N05,
289634844,39823697@N00,
5728891586,74007022@N00,
444998325,25113542@N00,
142697554,49968232@N00,
4103023418,12836528@N00,
13517005,76505741@N00,
360993748,28885516@N00,
7698222092,61033838@N04,
6713876903,62845223@N00,
563687587,29635150@N00,
2144825405,12817132@N07,
3309971584,14589121@N00,
5351754483,24885050@N00,
2627918009,52971398@N00,
4839566695,95572727@N00,
2472759097,9147703@N03,
7447781032,68078245@N00,
8090464790,62077007@N02,
2692741134,40279823@N00,
369425865,92366420@N00,
8787469545,40143737@N02,
4673863933,25509772@N00,
368590186,23688516@N00,
9079227954,55839512@N08,
6224014089,27865228@N06,
6863093052,41346951@N05,
377873329,70323761@N00,
4274958816,40645538@N00,
3260380962,32744903@N00,
4772940241,34409164@N06,
2990936295,8866963@N06,
886253273,25918339@N00,
1058568572,98528214@N00,
9308024011,75771006@N00,
9381546708,48889052497@N01,
9140904545,70969563@N03,
6064946828,30928442@N08,
8929187195,55839512@N08,
2911347207,12836528@N00,
3316392793,72105154@N00,
2919966075,95572727@N00,
6269802289,39415781@N06,
4420618260,44345361@N06,
29582361,55502991@N00,
8005153286,21560098@N06,
7314234744,79801136@N02,
4339705637,41864721@N00,
527408996,82453324@N00,
3670784019,8070463@N03,
4742712,37084659@N00,
7697559482,61033838@N04,
2677108442,15119648@N04,
6774165633,75328149@N03,
10104530903,25898159@N07,
6587779067,31338349@N02,
2612689699,71325969@N00,
2094677290,13023474@N06,
5218572743,36196762@N04,
2660252319,15119648@N04,
2936003417,23322134@N02,
4935261564,26296445@N05,
10888090365,62077007@N02,
5936271669,23947420@N04,
3117528286,23322134@N02,
8471774168,35703177@N00,
9562567424,32179171@N08,
4302699567,30928175@N00,
3732855483,31212777@N05,
6784051001,37803129@N00,
2881373043,23322134@N02,
11507775853,48048313@N02,
5520054848,97544179@N00,
4330553506,24894289@N08,
5679104928,53395767@N03,
3611470033,22325431@N05,
7299720880,40143737@N02,
7602231944,35722809@N03,
3818049355,23322134@N02,
152614861,25232127@N00,
7000627446,21771638@N00,
1508289131,13222990@N00,
83408568,45339532@N00,
4126076887,75133058@N00,
205678453,45886652@N00,
2382950880,75886313@N00,
7146714769,21771638@N00,
157781699,54913407@N00,
7050489913,51035555243@N01,
5570613135,40936370@N00,
2320234658,7539598@N04,
3825839689,49968232@N00,
2327800876,22250090@N08,
4670389158,36546835@N07,
9779200445,47035764@N03,
7647806842,15119648@N04,
4020640381,23322134@N02,
2920322568,28486074@N08,
4439620575,55943778@N00,
6543556143,67575879@N03,
3492628090,73509078@N00,
648808263,84104729@N00,
11175345043,70626035@N00,
8093592102,51035555243@N01,
12275190424,82930663@N08,
9299981179,59972430@N00,
8563072024,47735293@N06,
8201401076,54563451@N08,
4845982243,10101046@N06,
9375852020,40143737@N02,
5130851019,20654194@N07,
4128366494,31908446@N07,
9099923090,24785793@N04,
8683043366,80641068@N07,
3212249545,97544179@N00,
8090620500,62077007@N02,
8226307410,67953162@N00,
3270625928,34170343@N02,
5577522618,95572727@N00,
12331881163,29498428@N00,
8370194410,55287667@N02,
6941331593,94852245@N00,
2650981788,72098626@N00,
5779662360,9161595@N03,
8472453094,79992579@N07,
5515777610,42107447@N00,
8116034663,17868205@N00,
5112945262,36196762@N04,
4180277825,32685134@N08,
8096813390,62077007@N02,
2920377264,28486074@N08,
325154242,37416639@N00,
10356083733,40143737@N02,
13141023595,110458912@N04,
9158006532,30420396@N03,
8464944297,41346951@N05,
3321723321,8363028@N08,
2684654999,28213190@N06,
5676245065,9038954@N04,
7900539626,8070463@N03,
2980108891,91256982@N00,
6665214205,81077673@N00,
13196412993,80641068@N07,
9483292498,18392254@N08,
5443406577,53395767@N03,
7697759124,61033838@N04,
3092723020,23322134@N02,
2399478366,49462908@N00,
7283220218,13484951@N00,
3739843278,29528454@N04,
4483140686,33298784@N05,
2114351085,20452086@N00,
8041955438,29440166@N02,
6326020507,84493444@N00,
10225203326,12836528@N00,
8081291176,51625243@N06,
120075116,81534056@N00,
3076022768,21861018@N00,
8589129478,31915621@N04,
7526853496,28752865@N08,
2028389582,71962092@N00,
6832996379,71768083@N07,
221278413,39685874@N00,
8677544683,48399297@N04,
2231767620,49968232@N00,
10568212445,80497449@N04,
2909172074,95572727@N00,
9296010075,40143737@N02,
3576045054,8363028@N08,
5804197370,31018257@N00,
8610846466,43207463@N06,
3891941578,28270336@N08,
4824572819,40645538@N00,
9714478424,31355686@N00,
3967573162,81098106@N00,
5878651046,24894289@N08,
179446664,70323761@N00,
1795506287,10320508@N06,
319801411,26849183@N00,
3937938309,23322134@N02,
10461363925,62077007@N02,
10699666064,18378305@N00,
8640753264,38710520@N05,
3493738749,30326207@N00,
4229480846,39415781@N06,
2484733057,70323761@N00,
8059259893,62077007@N02,
2490674642,19716902@N00,
58707691,44768990@N00,
6510544627,16230215@N08,
3001215157,25466818@N00,
3189802327,25509772@N00,
4864576059,76936665@N00,
4059996146,7726011@N07,
7233916220,47466679@N06,
5615420037,22326055@N06,
7655524854,15590026@N03,
3845795551,32008531@N08,
3392120990,23604354@N02,
7513708738,67575879@N03,
3413953883,31338349@N02,
4613344184,44242222@N07,
6535847145,9325692@N02,
12317392555,32604460@N08,
9736750090,62077007@N02,
4634664246,9161595@N03,
10648905353,79801136@N02,
5331226941,8865243@N02,
6313653111,65778504@N03,
5124350118,31355686@N00,
8107563668,43109416@N00,
2146243155,21222992@N00,
8081298861,51625243@N06,
2892395639,22250090@N08,
8391800898,48973657@N00,
8090591355,62077007@N02,
5822620184,95572727@N00,
381517468,17731548@N00,
4439684603,36281822@N08,
7574811126,58871905@N03,
3759588861,7539598@N04,
7388491604,9038954@N04,
3754716108,7649805@N07,
3131741309,75133058@N00,
7868155428,7796992@N08,
4995192780,45842803@N00,
4179755587,95492938@N00,
4791336195,96821729@N00,
9425950466,15119648@N04,
2672808893,8421177@N07,
6946135774,23322134@N02,
1654343620,12836528@N00,
424457487,84213819@N00,
3779714739,8383928@N06,
5661426006,66347507@N00,
8594772941,9248805@N04,
3948095684,52499764@N00,
10797744144,56639832@N03,
10158297643,95012188@N02,
3479287374,99479626@N00,
13310270133,67575879@N03,
10251620366,62202285@N00,
5606314895,64181963@N00,
4440514696,44345361@N06,
7062151881,29953239@N07,
4151157899,23889619@N04,
10057881345,26296445@N05,
2906694388,95572727@N00,
4352018632,30712493@N00,
7223045392,14829735@N00,
9325962491,18328073@N04,
5031452118,8070463@N03,
4033926507,22490717@N02,
8690324463,82955120@N05,
6312553718,67575879@N03,
74422595,34708734@N00,
5602765430,44345361@N06,
12342657583,60291025@N05,
3611610893,19182752@N00,
456080102,67475910@N00,
2679777106,15119648@N04,
386006705,88607481@N00,
8688622282,48973657@N00,
4885625132,43157614@N06,
9425959982,15119648@N04,
88518655,49968232@N00,
9364320043,9422878@N08,
8185329559,50509925@N00,
11223196725,68621070@N06,
6802139532,7960563@N07,
7647293818,15119648@N04,
10193664654,29069717@N02,
5677479272,12836528@N00,
2677534568,28577026@N02,
9445141719,23743320@N03,
10578076394,104810962@N02,
13223774935,48399297@N04,
3093829011,9243453@N02,
526713166,49968232@N00,
5153227625,7211685@N02,
9380470991,89487855@N02,
611578460,48973657@N00,
198311028,43894500@N00,
367751359,59468914@N00,
12019096806,50536298@N08,
9256032784,48973657@N00,
6850513360,40927340@N03,
48930093,86542064@N00,
3450758532,29110920@N06,
10381732935,29069717@N02,
86267355,16262447@N00,
5084694704,36196762@N04,
10071519586,95012188@N02,
3258991378,84387357@N00,
1397908283,44124425616@N01,
61040830,71477195@N00,
3903031620,29082770@N02,
501134698,94852245@N00,
7448978548,59886204@N08,
7881070574,41346951@N05,
12279415464,54563451@N08,
482646095,76206184@N00,
4027476090,9161595@N03,
4816127343,34409164@N06,
2433801069,38045070@N00,
141573698,83049159@N00,
5039921476,26296445@N05,
2141615609,35211570@N00,
2370976649,43927576@N00,
2889805636,14146893@N08,
381998087,58117789@N00,
346711136,39296962@N00,
5756774670,80487073@N00,
6866281468,63032167@N04,
11901456734,29069717@N02,
10596582893,93595942@N08,
3798388399,33441748@N03,
2593053226,7762644@N04,
4157926916,49968232@N00,
6419706233,48399297@N04,
13922635082,63992625@N06,
6063095214,19204893@N00,
4986603305,95701140@N00,
5429523459,8865243@N02,
6785764357,75015441@N06,
4206281647,71401718@N00,
131215442,16255961@N00,
8640746676,38710520@N05,
7744786484,39997856@N03,
9266547189,63155157@N03,
117887247,93087247@N00,
9193228364,48973657@N00,
7523065466,48395282@N03,
7752598880,82930663@N08,
3585948602,28772513@N07,
4391012159,44345361@N06,
7810739660,34120957@N04,
10698890395,35557234@N07,
10521976566,46944516@N00,
8846900294,23717872@N00,
9424441421,89487855@N02,
1396874276,30881566@N00,
2270367169,89882307@N00,
13259697024,85608594@N00,
8003905932,8070463@N03,
8760476967,14922165@N00,
2314105934,62202285@N00,
9396903977,73949553@N03,
4043432423,21400340@N05,
113465337,41455403@N00,
3622606340,22182159@N03,
10340438323,29069717@N02,
127517371,39039882@N00,
8227213061,95572727@N00,
2868744973,95572727@N00,
4210288090,71401718@N00,
5292257343,20654194@N07,
5567235625,52499764@N00,
6037863041,28077296@N02,
10395952594,80487073@N00,
5836189703,48399297@N04,
85762812,41734670@N00,
19323414,66963159@N00,
2586203586,70323761@N00,
8000398174,8342753@N03,
3780423837,73645804@N00,
3079365746,33039156@N08,
3598027423,7921163@N02,
4555431182,32432770@N06,
3574602907,14158667@N06,
1436882067,62202285@N00,
4375531927,23322134@N02,
6850233101,68557373@N08,
4064618159,48973657@N00,
285414960,75133058@N00,
2677027752,15119648@N04,
7983207881,41346951@N05,
5385761239,95572727@N00,
2851559734,25414324@N02,
1472421624,32323502@N00,
1890635557,29635150@N00,
2830081281,28734213@N00,
3581199494,43109416@N00,
4638521525,35703177@N00,
4156051524,28671310@N07,
5160438891,53395767@N03,
9627664158,80487073@N00,
10713802043,104810962@N02,
8124781261,35703177@N00,
2550349404,21257461@N05,
8951453183,82930663@N08,
3616995631,23665057@N02,
8703586498,10101046@N06,
3027627819,17281186@N00,
7655010176,46886434@N04,
6064648423,53395767@N03,
13487359455,47035764@N03,
8081290164,51625243@N06,
2057120609,76195812@N00,
23580105,84117831@N00,
3547780250,22280677@N07,
305725502,24183489@N00,
1934803307,12836528@N00,
8640715208,38710520@N05,
9351246344,25802474@N04,
7457882548,81403455@N04,
2255001863,11631165@N03,
6011978767,63080087@N06,
4701965670,34409164@N06,
522007049,36613169@N00,
5411591815,12286015@N06,
3240454502,23927487@N05,
13310472274,67575879@N03,
9741736401,26296445@N05,
2749770951,10918768@N00,
348487566,70323761@N00,
4553547085,21560098@N06,
375972570,22566518@N00,
5620611089,53395767@N03,
8534270228,50152482@N04,
3002053160,25466818@N00,
8475907034,26183800@N07,
13581255143,40927340@N03,
554891811,11599314@N00,
3531284743,36863537@N00,
10927489963,47422005@N04,
178658631,75133058@N00,
1460025318,7200789@N06,
7648052896,15119648@N04,
6873329367,62819552@N04,
2274495827,26405526@N00,
4681834161,36281822@N08,
3561421265,95572727@N00,
9226575460,21604182@N04,
3677955011,94852245@N00,
